GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
0500000US01079,01079,"Lawrence County, Alabama",00,Total for all sectors,2015,382,2940,19066,82202
0500000US01081,01081,"Lee County, Alabama",00,Total for all sectors,2015,2658,41553,312947,1323454
0500000US01083,01083,"Limestone County, Alabama",00,Total for all sectors,2015,1314,16293,138332,581685
0500000US01085,01085,"Lowndes County, Alabama",00,Total for all sectors,2015,102,1621,18594,78791
0500000US01087,01087,"Macon County, Alabama",00,Total for all sectors,2015,205,5407,51300,214133
0500000US01089,01089,"Madison County, Alabama",00,Total for all sectors,2015,8213,155894,1867193,7740507
0500000US01091,01091,"Marengo County, Alabama",00,Total for all sectors,2015,467,5983,54695,218979
0500000US01093,01093,"Marion County, Alabama",00,Total for all sectors,2015,529,7592,55306,237980
0500000US01095,01095,"Marshall County, Alabama",00,Total for all sectors,2015,1790,30086,238082,973792
0500000US01097,01097,"Mobile County, Alabama",00,Total for all sectors,2015,8600,148864,1436981,6155642
0500000US01099,01099,"Monroe County, Alabama",00,Total for all sectors,2015,392,5323,51933,213421
0500000US01101,01101,"Montgomery County, Alabama",00,Total for all sectors,2015,5568,103062,998298,4196280
0500000US01103,01103,"Morgan County, Alabama",00,Total for all sectors,2015,2569,41938,415823,1761053
0500000US01105,01105,"Perry County, Alabama",00,Total for all sectors,2015,115,1451,10635,44192
0500000US01107,01107,"Pickens County, Alabama",00,Total for all sectors,2015,272,2705,20045,83395
0500000US01109,01109,"Pike County, Alabama",00,Total for all sectors,2015,644,10788,95792,398519
0500000US01111,01111,"Randolph County, Alabama",00,Total for all sectors,2015,328,3781,24953,101506
0500000US01113,01113,"Russell County, Alabama",00,Total for all sectors,2015,781,10938,94304,377385
0500000US01115,01115,"St. Clair County, Alabama",00,Total for all sectors,2015,1279,15560,121702,516211
0500000US01117,01117,"Shelby County, Alabama",00,Total for all sectors,2015,4995,80862,1025413,3975620
0500000US01119,01119,"Sumter County, Alabama",00,Total for all sectors,2015,200,3006,25010,114418
0500000US01121,01121,"Talladega County, Alabama",00,Total for all sectors,2015,1235,23303,231778,1059883
0500000US01123,01123,"Tallapoosa County, Alabama",00,Total for all sectors,2015,715,10904,77607,329826
0500000US01125,01125,"Tuscaloosa County, Alabama",00,Total for all sectors,2015,4028,76274,739743,3075152
0500000US01127,01127,"Walker County, Alabama",00,Total for all sectors,2015,1237,15239,130142,532353
0500000US01129,01129,"Washington County, Alabama",00,Total for all sectors,2015,207,5726,104263,398665
0500000US01131,01131,"Wilcox County, Alabama",00,Total for all sectors,2015,186,1742,19215,83105
0500000US01133,01133,"Winston County, Alabama",00,Total for all sectors,2015,447,6311,45154,188832
0500000US02013,02013,"Aleutians East Borough, Alaska",00,Total for all sectors,2015,57,2553,23535,76654
0500000US02016,02016,"Aleutians West Census Area, Alaska",00,Total for all sectors,2015,115,4333,47111,160468
0500000US02020,02020,"Anchorage Municipality, Alaska",00,Total for all sectors,2015,8733,148448,2267654,9264540
0500000US02050,02050,"Bethel Census Area, Alaska",00,Total for all sectors,2015,247,3222,31191,134790
0500000US02060,02060,"Bristol Bay Borough, Alaska",00,Total for all sectors,2015,75,382,4340,49171
0500000US02068,02068,"Denali Borough, Alaska",00,Total for all sectors,2015,101,503,7755,54369
0500000US02070,02070,"Dillingham Census Area, Alaska",00,Total for all sectors,2015,96,1224,14194,68495
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",00,Total for all sectors,2015,2459,27673,322040,1452563
0500000US02100,02100,"Haines Borough, Alaska",00,Total for all sectors,2015,143,611,5163,28894
0500000US02105,02105,"Hoonah-Angoon Census Area, Alaska",00,Total for all sectors,2015,76,226,1436,10623
0500000US02110,02110,"Juneau City and Borough, Alaska",00,Total for all sectors,2015,1147,11272,131012,571204
0500000US02122,02122,"Kenai Peninsula Borough, Alaska",00,Total for all sectors,2015,2061,15353,182895,818582
0500000US02130,02130,"Ketchikan Gateway Borough, Alaska",00,Total for all sectors,2015,604,5002,57188,277455
0500000US02150,02150,"Kodiak Island Borough, Alaska",00,Total for all sectors,2015,483,4862,46821,202746
0500000US02164,02164,"Lake and Peninsula Borough, Alaska",00,Total for all sectors,2015,51,193,1828,16766
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",00,Total for all sectors,2015,2154,17795,206744,903217
0500000US02180,02180,"Nome Census Area, Alaska",00,Total for all sectors,2015,175,2300,26707,110390
0500000US02185,02185,"North Slope Borough, Alaska",00,Total for all sectors,2015,164,5409,122273,442674
0500000US02188,02188,"Northwest Arctic Borough, Alaska",00,Total for all sectors,2015,75,1987,38839,159023
0500000US02195,02195,"Petersburg Census Area, Alaska",00,Total for all sectors,2015,177,958,10053,55886
0500000US02198,02198,"Prince of Wales-Hyder Census Area, Alaska",00,Total for all sectors,2015,145,934,6807,38727
0500000US02220,02220,"Sitka City and Borough, Alaska",00,Total for all sectors,2015,371,2875,28582,135698
0500000US02230,02230,"Skagway Municipality, Alaska",00,Total for all sectors,2015,115,357,3081,25511
0500000US02240,02240,"Southeast Fairbanks Census Area, Alaska",00,Total for all sectors,2015,184,1287,20907,86797
0500000US02261,02261,"Valdez-Cordova Census Area, Alaska",00,Total for all sectors,2015,506,2853,42470,189877
0500000US02270,02270,"Wade Hampton Census Area, Alaska",00,Total for all sectors,2015,73,672,4340,17733
0500000US02275,02275,"Wrangell City and Borough, Alaska",00,Total for all sectors,2015,84,572,4982,21311
0500000US02282,02282,"Yakutat City and Borough, Alaska",00,Total for all sectors,2015,26,154,1133,6132
0500000US02290,02290,"Yukon-Koyukuk Census Area, Alaska",00,Total for all sectors,2015,99,315,2422,13312
0500000US04001,04001,"Apache County, Arizona",00,Total for all sectors,2015,455,6839,60643,251313
0500000US04003,04003,"Cochise County, Arizona",00,Total for all sectors,2015,2188,26092,219561,904771
0500000US04005,04005,"Coconino County, Arizona",00,Total for all sectors,2015,3527,50051,437681,1933330
0500000US04007,04007,"Gila County, Arizona",00,Total for all sectors,2015,1006,11572,120000,491153
0500000US04009,04009,"Graham County, Arizona",00,Total for all sectors,2015,473,6682,61478,237247
0500000US04011,04011,"Greenlee County, Arizona",00,Total for all sectors,2015,91,3883,80023,263742
0500000US04012,04012,"La Paz County, Arizona",00,Total for all sectors,2015,345,3804,27593,110661
0500000US04013,04013,"Maricopa County, Arizona",00,Total for all sectors,2015,88900,1571313,18958426,75270642
0500000US04015,04015,"Mohave County, Arizona",00,Total for all sectors,2015,3677,41520,324777,1342078
0500000US04017,04017,"Navajo County, Arizona",00,Total for all sectors,2015,1725,18576,157707,641335
0500000US04019,04019,"Pima County, Arizona",00,Total for all sectors,2015,20152,310979,2985420,12161593
0500000US04021,04021,"Pinal County, Arizona",00,Total for all sectors,2015,3365,47712,402876,1672107
0500000US04023,04023,"Santa Cruz County, Arizona",00,Total for all sectors,2015,1162,11314,82194,346884
0500000US04025,04025,"Yavapai County, Arizona",00,Total for all sectors,2015,5741,57307,461905,1960269
0500000US04027,04027,"Yuma County, Arizona",00,Total for all sectors,2015,2942,41516,342768,1359804
0500000US05001,05001,"Arkansas County, Arkansas",00,Total for all sectors,2015,511,8252,69258,309421
0500000US05003,05003,"Ashley County, Arkansas",00,Total for all sectors,2015,393,6123,62639,260488
0500000US05005,05005,"Baxter County, Arkansas",00,Total for all sectors,2015,1037,13082,98881,438352
0500000US05007,05007,"Benton County, Arkansas",00,Total for all sectors,2015,5768,107465,2054044,6302405
0500000US05009,05009,"Boone County, Arkansas",00,Total for all sectors,2015,870,11839,96880,412701
0500000US05011,05011,"Bradley County, Arkansas",00,Total for all sectors,2015,251,2932,19538,81939
0500000US05013,05013,"Calhoun County, Arkansas",00,Total for all sectors,2015,60,407,3612,16299
0500000US05015,05015,"Carroll County, Arkansas",00,Total for all sectors,2015,691,8067,51049,225226
0500000US05017,05017,"Chicot County, Arkansas",00,Total for all sectors,2015,212,2099,14867,67895
0500000US05019,05019,"Clark County, Arkansas",00,Total for all sectors,2015,488,6790,49349,207461
0500000US05021,05021,"Clay County, Arkansas",00,Total for all sectors,2015,290,2668,18099,77193
0500000US05023,05023,"Cleburne County, Arkansas",00,Total for all sectors,2015,574,5795,43210,172313
0500000US05025,05025,"Cleveland County, Arkansas",00,Total for all sectors,2015,75,626,4368,19087
0500000US05027,05027,"Columbia County, Arkansas",00,Total for all sectors,2015,575,7702,68389,279309
0500000US05029,05029,"Conway County, Arkansas",00,Total for all sectors,2015,420,4899,40169,175914
0500000US05031,05031,"Craighead County, Arkansas",00,Total for all sectors,2015,2451,40662,337837,1462927
0500000US05033,05033,"Crawford County, Arkansas",00,Total for all sectors,2015,1079,16676,140827,568578
0500000US05035,05035,"Crittenden County, Arkansas",00,Total for all sectors,2015,823,13460,101813,429306
0500000US05037,05037,"Cross County, Arkansas",00,Total for all sectors,2015,345,3822,26093,113248
0500000US05039,05039,"Dallas County, Arkansas",00,Total for all sectors,2015,181,2324,15354,68069
0500000US05041,05041,"Desha County, Arkansas",00,Total for all sectors,2015,292,3646,28532,121272
0500000US05043,05043,"Drew County, Arkansas",00,Total for all sectors,2015,401,4564,32007,146163
0500000US05045,05045,"Faulkner County, Arkansas",00,Total for all sectors,2015,2501,35107,316680,1289439
0500000US05047,05047,"Franklin County, Arkansas",00,Total for all sectors,2015,290,3473,26583,111241
0500000US05049,05049,"Fulton County, Arkansas",00,Total for all sectors,2015,162,1409,8880,36509
0500000US05051,05051,"Garland County, Arkansas",00,Total for all sectors,2015,2697,32412,241346,1031510
0500000US05053,05053,"Grant County, Arkansas",00,Total for all sectors,2015,260,3432,27721,112266
0500000US05055,05055,"Greene County, Arkansas",00,Total for all sectors,2015,779,13695,111405,467705
0500000US05057,05057,"Hempstead County, Arkansas",00,Total for all sectors,2015,384,6439,48986,195006
0500000US05059,05059,"Hot Spring County, Arkansas",00,Total for all sectors,2015,486,6085,49874,205667
0500000US05061,05061,"Howard County, Arkansas",00,Total for all sectors,2015,284,6057,44549,185235
0500000US05063,05063,"Independence County, Arkansas",00,Total for all sectors,2015,788,14708,123854,521793
0500000US05065,05065,"Izard County, Arkansas",00,Total for all sectors,2015,215,1964,13599,57961
0500000US05067,05067,"Jackson County, Arkansas",00,Total for all sectors,2015,331,3770,34631,128100
0500000US05069,05069,"Jefferson County, Arkansas",00,Total for all sectors,2015,1361,20836,188540,741343
0500000US05071,05071,"Johnson County, Arkansas",00,Total for all sectors,2015,399,7430,50651,213023
0500000US05073,05073,"Lafayette County, Arkansas",00,Total for all sectors,2015,107,751,5327,24553
0500000US05075,05075,"Lawrence County, Arkansas",00,Total for all sectors,2015,273,3000,20276,85534
0500000US05077,05077,"Lee County, Arkansas",00,Total for all sectors,2015,121,895,7319,31183
0500000US05079,05079,"Lincoln County, Arkansas",00,Total for all sectors,2015,169,1457,12400,49290
0500000US05081,05081,"Little River County, Arkansas",00,Total for all sectors,2015,165,2627,39056,130324
0500000US05083,05083,"Logan County, Arkansas",00,Total for all sectors,2015,372,4104,31827,130523
0500000US05085,05085,"Lonoke County, Arkansas",00,Total for all sectors,2015,1020,10989,76336,327164
0500000US05087,05087,"Madison County, Arkansas",00,Total for all sectors,2015,190,2403,17505,74966
0500000US05089,05089,"Marion County, Arkansas",00,Total for all sectors,2015,210,2775,17950,81718
0500000US05091,05091,"Miller County, Arkansas",00,Total for all sectors,2015,722,11667,96117,404058
0500000US05093,05093,"Mississippi County, Arkansas",00,Total for all sectors,2015,808,17731,151687,616416
0500000US05095,05095,"Monroe County, Arkansas",00,Total for all sectors,2015,185,1662,10755,51124
0500000US05097,05097,"Montgomery County, Arkansas",00,Total for all sectors,2015,137,800,5263,25171
0500000US05099,05099,"Nevada County, Arkansas",00,Total for all sectors,2015,120,1953,16470,63151
0500000US05101,05101,"Newton County, Arkansas",00,Total for all sectors,2015,85,819,3980,18892
0500000US05103,05103,"Ouachita County, Arkansas",00,Total for all sectors,2015,519,7500,69887,287707
0500000US05105,05105,"Perry County, Arkansas",00,Total for all sectors,2015,103,807,4905,25874
0500000US05107,05107,"Phillips County, Arkansas",00,Total for all sectors,2015,401,3884,28913,121708
0500000US05109,05109,"Pike County, Arkansas",00,Total for all sectors,2015,201,1865,11054,47737
0500000US05111,05111,"Poinsett County, Arkansas",00,Total for all sectors,2015,357,3515,26481,111286
0500000US05113,05113,"Polk County, Arkansas",00,Total for all sectors,2015,435,5070,33522,143965
0500000US05115,05115,"Pope County, Arkansas",00,Total for all sectors,2015,1594,23454,208473,829264
0500000US05117,05117,"Prairie County, Arkansas",00,Total for all sectors,2015,154,973,5972,24477
0500000US05119,05119,"Pulaski County, Arkansas",00,Total for all sectors,2015,12051,204670,2239682,9139018
0500000US05121,05121,"Randolph County, Arkansas",00,Total for all sectors,2015,329,3543,22933,95291
0500000US05123,05123,"St. Francis County, Arkansas",00,Total for all sectors,2015,443,5485,37270,157991
0500000US05125,05125,"Saline County, Arkansas",00,Total for all sectors,2015,1866,20438,140563,626586
0500000US05127,05127,"Scott County, Arkansas",00,Total for all sectors,2015,138,1821,11770,52485
0500000US05129,05129,"Searcy County, Arkansas",00,Total for all sectors,2015,113,1070,4981,21904
0500000US05131,05131,"Sebastian County, Arkansas",00,Total for all sectors,2015,3369,60920,589836,2415703
0500000US05133,05133,"Sevier County, Arkansas",00,Total for all sectors,2015,261,3960,28681,127763
0500000US05135,05135,"Sharp County, Arkansas",00,Total for all sectors,2015,305,2579,14550,60349
0500000US05137,05137,"Stone County, Arkansas",00,Total for all sectors,2015,226,1949,11070,48337
0500000US05139,05139,"Union County, Arkansas",00,Total for all sectors,2015,1118,17295,200577,779418
0500000US05141,05141,"Van Buren County, Arkansas",00,Total for all sectors,2015,331,3810,39487,149856
0500000US05143,05143,"Washington County, Arkansas",00,Total for all sectors,2015,5150,84477,781391,3333721
0500000US05145,05145,"White County, Arkansas",00,Total for all sectors,2015,1533,22915,181453,742066
0500000US05147,05147,"Woodruff County, Arkansas",00,Total for all sectors,2015,133,1207,9881,48976
0500000US05149,05149,"Yell County, Arkansas",00,Total for all sectors,2015,300,4836,33334,144580
0500000US06001,06001,"Alameda County, California",00,Total for all sectors,2015,38793,641881,10386329,42357379
0500000US06003,06003,"Alpine County, California",00,Total for all sectors,2015,37,511,2432,7498
0500000US06005,06005,"Amador County, California",00,Total for all sectors,2015,811,8130,69901,292772
0500000US06007,06007,"Butte County, California",00,Total for all sectors,2015,4663,59475,503750,2177490
0500000US06009,06009,"Calaveras County, California",00,Total for all sectors,2015,894,6108,44873,197487
0500000US06011,06011,"Colusa County, California",00,Total for all sectors,2015,368,3825,35157,156338
0500000US06013,06013,"Contra Costa County, California",00,Total for all sectors,2015,23184,315385,5289908,20698756
0500000US06015,06015,"Del Norte County, California",00,Total for all sectors,2015,424,4121,29304,123309
0500000US06017,06017,"El Dorado County, California",00,Total for all sectors,2015,4332,43288,444638,1897371
0500000US06019,06019,"Fresno County, California",00,Total for all sectors,2015,16350,249702,2357276,10056124
0500000US06021,06021,"Glenn County, California",00,Total for all sectors,2015,457,4890,61695,247562
0500000US06023,06023,"Humboldt County, California",00,Total for all sectors,2015,3132,33302,274246,1157200
0500000US06025,06025,"Imperial County, California",00,Total for all sectors,2015,2494,33153,255044,1064301
0500000US06027,06027,"Inyo County, California",00,Total for all sectors,2015,510,5309,46477,193051
0500000US06029,06029,"Kern County, California",00,Total for all sectors,2015,12642,194840,2108489,8445321
0500000US06031,06031,"Kings County, California",00,Total for all sectors,2015,1585,23393,204805,908358
0500000US06033,06033,"Lake County, California",00,Total for all sectors,2015,1047,9631,86283,348614
0500000US06035,06035,"Lassen County, California",00,Total for all sectors,2015,396,3727,28669,122782
0500000US06037,06037,"Los Angeles County, California",00,Total for all sectors,2015,265112,4007163,51697794,212873593
0500000US06039,06039,"Madera County, California",00,Total for all sectors,2015,1929,26580,248191,1054169
0500000US06041,06041,"Marin County, California",00,Total for all sectors,2015,9926,100498,1531909,6282741
0500000US06043,06043,"Mariposa County, California",00,Total for all sectors,2015,344,3074,20187,99705
0500000US06045,06045,"Mendocino County, California",00,Total for all sectors,2015,2465,22779,187851,818462
0500000US06047,06047,"Merced County, California",00,Total for all sectors,2015,2969,42036,370333,1606486
0500000US06049,06049,"Modoc County, California",00,Total for all sectors,2015,155,1209,9727,42590
0500000US06051,06051,"Mono County, California",00,Total for all sectors,2015,568,6173,41529,168297
0500000US06053,06053,"Monterey County, California",00,Total for all sectors,2015,8557,106652,1070711,4636922
0500000US06055,06055,"Napa County, California",00,Total for all sectors,2015,4160,62275,742139,3149073
0500000US06057,06057,"Nevada County, California",00,Total for all sectors,2015,2959,27093,264983,1125810
0500000US06059,06059,"Orange County, California",00,Total for all sectors,2015,92798,1449828,20046318,80739833
0500000US06061,06061,"Placer County, California",00,Total for all sectors,2015,10127,141136,1828595,7613020
0500000US06063,06063,"Plumas County, California",00,Total for all sectors,2015,598,3874,34219,155962
0500000US06065,06065,"Riverside County, California",00,Total for all sectors,2015,36465,540169,4924810,20720918
0500000US06067,06067,"Sacramento County, California",00,Total for all sectors,2015,28446,449584,5707503,23340027
0500000US06069,06069,"San Benito County, California",00,Total for all sectors,2015,956,11064,106072,473645
0500000US06071,06071,"San Bernardino County, California",00,Total for all sectors,2015,33735,578755,5664380,23773561
0500000US06073,06073,"San Diego County, California",00,Total for all sectors,2015,81710,1239334,16719477,66592231
0500000US06075,06075,"San Francisco County, California",00,Total for all sectors,2015,34011,611140,15831820,59332266
0500000US06077,06077,"San Joaquin County, California",00,Total for all sectors,2015,11025,173611,1744618,7360017
0500000US06079,06079,"San Luis Obispo County, California",00,Total for all sectors,2015,8164,91540,876728,3727423
0500000US06081,06081,"San Mateo County, California",00,Total for all sectors,2015,21101,376743,10856666,42198705
0500000US06083,06083,"Santa Barbara County, California",00,Total for all sectors,2015,11455,146504,1752857,7277533
0500000US06085,06085,"Santa Clara County, California",00,Total for all sectors,2015,47775,999906,26947932,109703191
0500000US06087,06087,"Santa Cruz County, California",00,Total for all sectors,2015,6961,75572,772095,3363754
0500000US06089,06089,"Shasta County, California",00,Total for all sectors,2015,4141,49163,438698,1876764
0500000US06091,06091,"Sierra County, California",00,Total for all sectors,2015,68,211,1390,7147
0500000US06093,06093,"Siskiyou County, California",00,Total for all sectors,2015,1065,8356,64422,284700
0500000US06095,06095,"Solano County, California",00,Total for all sectors,2015,6855,107550,1279505,5249576
0500000US06097,06097,"Sonoma County, California",00,Total for all sectors,2015,13746,166604,1918995,8169962
0500000US06099,06099,"Stanislaus County, California",00,Total for all sectors,2015,8744,135488,1411495,5877352
0500000US06101,06101,"Sutter County, California",00,Total for all sectors,2015,1724,20653,192966,824307
0500000US06103,06103,"Tehama County, California",00,Total for all sectors,2015,981,12306,114664,486881
0500000US06105,06105,"Trinity County, California",00,Total for all sectors,2015,248,1529,11174,52191
0500000US06107,06107,"Tulare County, California",00,Total for all sectors,2015,6259,94155,841082,3516875
0500000US06109,06109,"Tuolumne County, California",00,Total for all sectors,2015,1278,12400,108539,480938
0500000US06111,06111,"Ventura County, California",00,Total for all sectors,2015,20602,257011,3434706,13635301
0500000US06113,06113,"Yolo County, California",00,Total for all sectors,2015,3984,63422,701596,3002378
0500000US06115,06115,"Yuba County, California",00,Total for all sectors,2015,805,9461,84394,373376
0500000US08001,08001,"Adams County, Colorado",00,Total for all sectors,2015,9203,158046,1727113,7405444
0500000US08003,08003,"Alamosa County, Colorado",00,Total for all sectors,2015,487,5484,44327,184558
0500000US08005,08005,"Arapahoe County, Colorado",00,Total for all sectors,2015,18129,276753,4216394,16330103
0500000US08007,08007,"Archuleta County, Colorado",00,Total for all sectors,2015,494,3286,19633,88016
0500000US08009,08009,"Baca County, Colorado",00,Total for all sectors,2015,88,516,3805,15958
0500000US08011,08011,"Bent County, Colorado",00,Total for all sectors,2015,58,565,4657,19247
0500000US08013,08013,"Boulder County, Colorado",00,Total for all sectors,2015,12073,150110,2272715,9668107
0500000US08014,08014,"Broomfield County, Colorado",00,Total for all sectors,2015,1938,41171,763170,2678138
0500000US08015,08015,"Chaffee County, Colorado",00,Total for all sectors,2015,888,5631,39890,183180
0500000US08017,08017,"Cheyenne County, Colorado",00,Total for all sectors,2015,64,723,11934,35170
0500000US08019,08019,"Clear Creek County, Colorado",00,Total for all sectors,2015,335,2640,31030,109316
0500000US08021,08021,"Conejos County, Colorado",00,Total for all sectors,2015,111,696,5629,24930
0500000US08023,08023,"Costilla County, Colorado",00,Total for all sectors,2015,41,253,1271,6090
0500000US08025,08025,"Crowley County, Colorado",00,Total for all sectors,2015,32,497,4248,17009
0500000US08027,08027,"Custer County, Colorado",00,Total for all sectors,2015,138,552,3460,16550
0500000US08029,08029,"Delta County, Colorado",00,Total for all sectors,2015,833,6764,49692,209104
0500000US08031,08031,"Denver County, Colorado",00,Total for all sectors,2015,24292,430587,6853736,25926730
0500000US08033,08033,"Dolores County, Colorado",00,Total for all sectors,2015,49,213,1475,7517
0500000US08035,08035,"Douglas County, Colorado",00,Total for all sectors,2015,8677,108115,1496313,6566481
0500000US08037,08037,"Eagle County, Colorado",00,Total for all sectors,2015,3356,31734,294313,1169399
0500000US08039,08039,"Elbert County, Colorado",00,Total for all sectors,2015,592,2603,20681,92714
0500000US08041,08041,"El Paso County, Colorado",00,Total for all sectors,2015,16522,226876,2414773,9974272
0500000US08043,08043,"Fremont County, Colorado",00,Total for all sectors,2015,834,7612,51385,227042
0500000US08045,08045,"Garfield County, Colorado",00,Total for all sectors,2015,2413,19633,212789,924244
0500000US08047,08047,"Gilpin County, Colorado",00,Total for all sectors,2015,120,4809,42112,183738
0500000US08049,08049,"Grand County, Colorado",00,Total for all sectors,2015,815,8068,64554,242457
0500000US08051,08051,"Gunnison County, Colorado",00,Total for all sectors,2015,1083,6375,47898,202806
0500000US08053,08053,"Hinsdale County, Colorado",00,Total for all sectors,2015,71,147,840,4453
0500000US08055,08055,"Huerfano County, Colorado",00,Total for all sectors,2015,146,1079,7478,31917
0500000US08057,08057,"Jackson County, Colorado",00,Total for all sectors,2015,67,260,1704,8112
0500000US08059,08059,"Jefferson County, Colorado",00,Total for all sectors,2015,16826,184909,2012932,8489630
0500000US08061,08061,"Kiowa County, Colorado",00,Total for all sectors,2015,36,217,1982,7449
0500000US08063,08063,"Kit Carson County, Colorado",00,Total for all sectors,2015,274,2119,16091,68464
0500000US08065,08065,"Lake County, Colorado",00,Total for all sectors,2015,211,1202,7604,30824
0500000US08067,08067,"La Plata County, Colorado",00,Total for all sectors,2015,2341,20961,194115,854172
0500000US08069,08069,"Larimer County, Colorado",00,Total for all sectors,2015,10291,120470,1283295,5574572
0500000US08071,08071,"Las Animas County, Colorado",00,Total for all sectors,2015,373,3324,25447,106301
0500000US08073,08073,"Lincoln County, Colorado",00,Total for all sectors,2015,133,1272,10325,44386
0500000US08075,08075,"Logan County, Colorado",00,Total for all sectors,2015,577,5492,45179,180124
0500000US08077,08077,"Mesa County, Colorado",00,Total for all sectors,2015,4404,51843,503796,2056564
0500000US08079,08079,"Mineral County, Colorado",00,Total for all sectors,2015,66,201,1335,7942
0500000US08081,08081,"Moffat County, Colorado",00,Total for all sectors,2015,412,3382,35635,150315
0500000US08083,08083,"Montezuma County, Colorado",00,Total for all sectors,2015,750,6716,58716,243186
0500000US08085,08085,"Montrose County, Colorado",00,Total for all sectors,2015,1264,11965,97559,426424
0500000US08087,08087,"Morgan County, Colorado",00,Total for all sectors,2015,669,9342,85173,349415
0500000US08089,08089,"Otero County, Colorado",00,Total for all sectors,2015,417,4166,31113,129396
0500000US08091,08091,"Ouray County, Colorado",00,Total for all sectors,2015,264,1055,7318,34221
0500000US08093,08093,"Park County, Colorado",00,Total for all sectors,2015,448,1378,9209,44862
0500000US08095,08095,"Phillips County, Colorado",00,Total for all sectors,2015,139,1108,9176,37719
