GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
0500000US19193,19193,"Woodbury County, Iowa",00,Total for all sectors,2015,2668,46054,384256,1618856
0500000US19195,19195,"Worth County, Iowa",00,Total for all sectors,2015,180,1799,13427,58881
0500000US19197,19197,"Wright County, Iowa",00,Total for all sectors,2015,376,4317,42251,176232
0500000US20001,20001,"Allen County, Kansas",00,Total for all sectors,2015,392,4496,34892,143478
0500000US20003,20003,"Anderson County, Kansas",00,Total for all sectors,2015,211,1501,11042,47106
0500000US20005,20005,"Atchison County, Kansas",00,Total for all sectors,2015,346,5589,45588,179838
0500000US20007,20007,"Barber County, Kansas",00,Total for all sectors,2015,206,1476,13183,52288
0500000US20009,20009,"Barton County, Kansas",00,Total for all sectors,2015,966,10729,86441,364276
0500000US20011,20011,"Bourbon County, Kansas",00,Total for all sectors,2015,353,4692,33940,147005
0500000US20013,20013,"Brown County, Kansas",00,Total for all sectors,2015,261,3296,24997,107831
0500000US20015,20015,"Butler County, Kansas",00,Total for all sectors,2015,1312,13457,106419,463894
0500000US20017,20017,"Chase County, Kansas",00,Total for all sectors,2015,72,564,4275,18697
0500000US20019,20019,"Chautauqua County, Kansas",00,Total for all sectors,2015,67,443,2930,12539
0500000US20021,20021,"Cherokee County, Kansas",00,Total for all sectors,2015,343,5402,51930,218117
0500000US20023,20023,"Cheyenne County, Kansas",00,Total for all sectors,2015,108,587,4194,18009
0500000US20025,20025,"Clark County, Kansas",00,Total for all sectors,2015,60,467,3845,16750
0500000US20027,20027,"Clay County, Kansas",00,Total for all sectors,2015,263,2349,18058,73695
0500000US20029,20029,"Cloud County, Kansas",00,Total for all sectors,2015,309,2949,21936,96675
0500000US20031,20031,"Coffey County, Kansas",00,Total for all sectors,2015,236,3123,58768,204431
0500000US20033,20033,"Comanche County, Kansas",00,Total for all sectors,2015,76,440,2517,9793
0500000US20035,20035,"Cowley County, Kansas",00,Total for all sectors,2015,744,11140,90201,378864
0500000US20037,20037,"Crawford County, Kansas",00,Total for all sectors,2015,899,14054,101041,419095
0500000US20039,20039,"Decatur County, Kansas",00,Total for all sectors,2015,107,645,3897,15784
0500000US20041,20041,"Dickinson County, Kansas",00,Total for all sectors,2015,455,5155,37454,158085
0500000US20043,20043,"Doniphan County, Kansas",00,Total for all sectors,2015,160,1510,12070,54332
0500000US20045,20045,"Douglas County, Kansas",00,Total for all sectors,2015,2698,40240,284492,1196786
0500000US20047,20047,"Edwards County, Kansas",00,Total for all sectors,2015,87,612,5068,21365
0500000US20049,20049,"Elk County, Kansas",00,Total for all sectors,2015,71,323,1847,7535
0500000US20051,20051,"Ellis County, Kansas",00,Total for all sectors,2015,1146,13434,108859,445648
0500000US20053,20053,"Ellsworth County, Kansas",00,Total for all sectors,2015,172,1648,13051,57400
0500000US20055,20055,"Finney County, Kansas",00,Total for all sectors,2015,1009,14936,128308,520855
0500000US20057,20057,"Ford County, Kansas",00,Total for all sectors,2015,780,14360,118189,505291
0500000US20059,20059,"Franklin County, Kansas",00,Total for all sectors,2015,567,8703,89193,349874
0500000US20061,20061,"Geary County, Kansas",00,Total for all sectors,2015,561,8427,63793,264681
0500000US20063,20063,"Gove County, Kansas",00,Total for all sectors,2015,133,1030,7705,30999
0500000US20065,20065,"Graham County, Kansas",00,Total for all sectors,2015,101,704,5821,23071
0500000US20067,20067,"Grant County, Kansas",00,Total for all sectors,2015,218,2472,30667,114157
0500000US20069,20069,"Gray County, Kansas",00,Total for all sectors,2015,215,1356,12069,52730
0500000US20071,20071,"Greeley County, Kansas",00,Total for all sectors,2015,42,326,2895,12057
0500000US20073,20073,"Greenwood County, Kansas",00,Total for all sectors,2015,181,1120,8243,34397
0500000US20075,20075,"Hamilton County, Kansas",00,Total for all sectors,2015,69,583,4853,19914
0500000US20077,20077,"Harper County, Kansas",00,Total for all sectors,2015,216,1855,14738,63990
0500000US20079,20079,"Harvey County, Kansas",00,Total for all sectors,2015,746,13888,125010,517263
0500000US20081,20081,"Haskell County, Kansas",00,Total for all sectors,2015,127,830,7258,30768
0500000US20083,20083,"Hodgeman County, Kansas",00,Total for all sectors,2015,44,270,2225,8704
0500000US20085,20085,"Jackson County, Kansas",00,Total for all sectors,2015,257,2945,19680,85176
0500000US20087,20087,"Jefferson County, Kansas",00,Total for all sectors,2015,307,2311,19412,87726
0500000US20089,20089,"Jewell County, Kansas",00,Total for all sectors,2015,79,462,3027,13214
0500000US20091,20091,"Johnson County, Kansas",00,Total for all sectors,2015,17625,328159,4400921,17532089
0500000US20093,20093,"Kearny County, Kansas",00,Total for all sectors,2015,78,653,6204,24550
0500000US20095,20095,"Kingman County, Kansas",00,Total for all sectors,2015,212,2194,16800,75624
0500000US20097,20097,"Kiowa County, Kansas",00,Total for all sectors,2015,91,752,6631,26752
0500000US20099,20099,"Labette County, Kansas",00,Total for all sectors,2015,463,8674,64032,269890
0500000US20101,20101,"Lane County, Kansas",00,Total for all sectors,2015,64,361,2958,12712
0500000US20103,20103,"Leavenworth County, Kansas",00,Total for all sectors,2015,1251,13916,119246,502977
0500000US20105,20105,"Lincoln County, Kansas",00,Total for all sectors,2015,91,531,3254,13543
0500000US20107,20107,"Linn County, Kansas",00,Total for all sectors,2015,186,1253,15089,58926
0500000US20109,20109,"Logan County, Kansas",00,Total for all sectors,2015,112,721,5607,23070
0500000US20111,20111,"Lyon County, Kansas",00,Total for all sectors,2015,838,11688,85335,366808
0500000US20113,20113,"McPherson County, Kansas",00,Total for all sectors,2015,899,13082,134341,568669
0500000US20115,20115,"Marion County, Kansas",00,Total for all sectors,2015,290,2663,16220,67508
0500000US20117,20117,"Marshall County, Kansas",00,Total for all sectors,2015,372,4132,34456,153955
0500000US20119,20119,"Meade County, Kansas",00,Total for all sectors,2015,126,919,7427,32419
0500000US20121,20121,"Miami County, Kansas",00,Total for all sectors,2015,711,6683,56457,245428
0500000US20123,20123,"Mitchell County, Kansas",00,Total for all sectors,2015,262,2575,19904,81644
0500000US20125,20125,"Montgomery County, Kansas",00,Total for all sectors,2015,810,12470,104651,430740
0500000US20127,20127,"Morris County, Kansas",00,Total for all sectors,2015,131,1232,9434,38729
0500000US20129,20129,"Morton County, Kansas",00,Total for all sectors,2015,104,830,8330,31483
0500000US20131,20131,"Nemaha County, Kansas",00,Total for all sectors,2015,373,4759,46376,189394
0500000US20133,20133,"Neosho County, Kansas",00,Total for all sectors,2015,439,5186,44194,175579
0500000US20135,20135,"Ness County, Kansas",00,Total for all sectors,2015,148,1030,9303,36768
0500000US20137,20137,"Norton County, Kansas",00,Total for all sectors,2015,175,1755,15187,64163
0500000US20139,20139,"Osage County, Kansas",00,Total for all sectors,2015,249,1672,9448,41190
0500000US20141,20141,"Osborne County, Kansas",00,Total for all sectors,2015,147,1139,7931,34928
0500000US20143,20143,"Ottawa County, Kansas",00,Total for all sectors,2015,135,889,6094,24877
0500000US20145,20145,"Pawnee County, Kansas",00,Total for all sectors,2015,158,1972,18314,73071
0500000US20147,20147,"Phillips County, Kansas",00,Total for all sectors,2015,234,1614,13617,60343
0500000US20149,20149,"Pottawatomie County, Kansas",00,Total for all sectors,2015,581,8488,82672,330509
0500000US20151,20151,"Pratt County, Kansas",00,Total for all sectors,2015,402,3724,32908,133345
0500000US20153,20153,"Rawlins County, Kansas",00,Total for all sectors,2015,104,616,4992,22573
0500000US20155,20155,"Reno County, Kansas",00,Total for all sectors,2015,1619,23223,194830,814216
0500000US20157,20157,"Republic County, Kansas",00,Total for all sectors,2015,189,1440,8850,38299
0500000US20159,20159,"Rice County, Kansas",00,Total for all sectors,2015,269,2799,21399,92257
0500000US20161,20161,"Riley County, Kansas",00,Total for all sectors,2015,1608,20770,147068,623388
0500000US20163,20163,"Rooks County, Kansas",00,Total for all sectors,2015,191,1550,11970,52803
0500000US20165,20165,"Rush County, Kansas",00,Total for all sectors,2015,102,1109,10309,37248
0500000US20167,20167,"Russell County, Kansas",00,Total for all sectors,2015,265,1931,14010,58636
0500000US20169,20169,"Saline County, Kansas",00,Total for all sectors,2015,1538,27576,220408,932525
0500000US20171,20171,"Scott County, Kansas",00,Total for all sectors,2015,204,1410,10110,44550
0500000US20173,20173,"Sedgwick County, Kansas",00,Total for all sectors,2015,11941,231175,2690847,10507678
0500000US20175,20175,"Seward County, Kansas",00,Total for all sectors,2015,554,9513,83051,344967
0500000US20177,20177,"Shawnee County, Kansas",00,Total for all sectors,2015,4199,77775,805202,3263317
0500000US20179,20179,"Sheridan County, Kansas",00,Total for all sectors,2015,108,682,5446,24754
0500000US20181,20181,"Sherman County, Kansas",00,Total for all sectors,2015,256,1971,14708,60805
0500000US20183,20183,"Smith County, Kansas",00,Total for all sectors,2015,142,939,5567,22142
0500000US20185,20185,"Stafford County, Kansas",00,Total for all sectors,2015,133,667,4748,20791
0500000US20187,20187,"Stanton County, Kansas",00,Total for all sectors,2015,68,481,4553,18717
0500000US20189,20189,"Stevens County, Kansas",00,Total for all sectors,2015,141,2206,19876,81526
0500000US20191,20191,"Sumner County, Kansas",00,Total for all sectors,2015,484,4414,34954,146019
0500000US20193,20193,"Thomas County, Kansas",00,Total for all sectors,2015,353,2901,22095,96868
0500000US20195,20195,"Trego County, Kansas",00,Total for all sectors,2015,130,968,7527,31895
0500000US20197,20197,"Wabaunsee County, Kansas",00,Total for all sectors,2015,123,801,5582,23259
0500000US20199,20199,"Wallace County, Kansas",00,Total for all sectors,2015,59,350,3047,13216
0500000US20201,20201,"Washington County, Kansas",00,Total for all sectors,2015,208,1476,8547,38677
0500000US20203,20203,"Wichita County, Kansas",00,Total for all sectors,2015,82,479,4712,18772
0500000US20205,20205,"Wilson County, Kansas",00,Total for all sectors,2015,222,3843,38262,160584
0500000US20207,20207,"Woodson County, Kansas",00,Total for all sectors,2015,89,463,2583,11698
0500000US20209,20209,"Wyandotte County, Kansas",00,Total for all sectors,2015,3172,69618,854700,3339320
0500000US21001,21001,"Adair County, Kentucky",00,Total for all sectors,2015,306,4117,24114,106504
0500000US21003,21003,"Allen County, Kentucky",00,Total for all sectors,2015,242,2961,21806,92139
0500000US21005,21005,"Anderson County, Kentucky",00,Total for all sectors,2015,322,3459,25962,117459
0500000US21007,21007,"Ballard County, Kentucky",00,Total for all sectors,2015,123,1665,23300,90032
0500000US21009,21009,"Barren County, Kentucky",00,Total for all sectors,2015,876,14527,108880,459937
0500000US21011,21011,"Bath County, Kentucky",00,Total for all sectors,2015,136,1204,10098,44199
0500000US21013,21013,"Bell County, Kentucky",00,Total for all sectors,2015,482,6825,49053,204792
0500000US21015,21015,"Boone County, Kentucky",00,Total for all sectors,2015,3076,77322,789306,3308335
0500000US21017,21017,"Bourbon County, Kentucky",00,Total for all sectors,2015,391,5235,49831,215867
0500000US21019,21019,"Boyd County, Kentucky",00,Total for all sectors,2015,1361,22814,253259,1051443
0500000US21021,21021,"Boyle County, Kentucky",00,Total for all sectors,2015,716,14627,109257,464804
0500000US21023,21023,"Bracken County, Kentucky",00,Total for all sectors,2015,92,842,6273,27484
0500000US21025,21025,"Breathitt County, Kentucky",00,Total for all sectors,2015,245,2953,21581,85355
0500000US21027,21027,"Breckinridge County, Kentucky",00,Total for all sectors,2015,299,2435,17491,74970
0500000US21029,21029,"Bullitt County, Kentucky",00,Total for all sectors,2015,1093,18342,138307,610899
0500000US21031,21031,"Butler County, Kentucky",00,Total for all sectors,2015,195,2037,13872,59928
0500000US21033,21033,"Caldwell County, Kentucky",00,Total for all sectors,2015,290,3805,26944,93111
0500000US21035,21035,"Calloway County, Kentucky",00,Total for all sectors,2015,818,14064,97255,414541
0500000US21037,21037,"Campbell County, Kentucky",00,Total for all sectors,2015,1654,23889,200708,838219
0500000US21039,21039,"Carlisle County, Kentucky",00,Total for all sectors,2015,96,621,3829,17222
0500000US21041,21041,"Carroll County, Kentucky",00,Total for all sectors,2015,236,5904,89341,329949
0500000US21043,21043,"Carter County, Kentucky",00,Total for all sectors,2015,433,5063,30319,129542
0500000US21045,21045,"Casey County, Kentucky",00,Total for all sectors,2015,231,3272,20653,86469
0500000US21047,21047,"Christian County, Kentucky",00,Total for all sectors,2015,1312,24234,207521,858762
0500000US21049,21049,"Clark County, Kentucky",00,Total for all sectors,2015,734,12275,107617,464970
0500000US21051,21051,"Clay County, Kentucky",00,Total for all sectors,2015,243,2801,16869,72524
0500000US21053,21053,"Clinton County, Kentucky",00,Total for all sectors,2015,193,3063,18961,82370
0500000US21055,21055,"Crittenden County, Kentucky",00,Total for all sectors,2015,160,2116,14397,63968
0500000US21057,21057,"Cumberland County, Kentucky",00,Total for all sectors,2015,111,1111,7076,32693
0500000US21059,21059,"Daviess County, Kentucky",00,Total for all sectors,2015,2317,42110,364787,1561474
0500000US21061,21061,"Edmonson County, Kentucky",00,Total for all sectors,2015,121,853,5193,22372
0500000US21063,21063,"Elliott County, Kentucky",00,Total for all sectors,2015,51,338,1956,8502
0500000US21065,21065,"Estill County, Kentucky",00,Total for all sectors,2015,189,1496,9770,42760
0500000US21067,21067,"Fayette County, Kentucky",00,Total for all sectors,2015,8638,156925,1614133,6628169
0500000US21069,21069,"Fleming County, Kentucky",00,Total for all sectors,2015,234,2166,14467,65866
0500000US21071,21071,"Floyd County, Kentucky",00,Total for all sectors,2015,818,8877,74100,318557
0500000US21073,21073,"Franklin County, Kentucky",00,Total for all sectors,2015,1164,16351,146703,640949
0500000US21075,21075,"Fulton County, Kentucky",00,Total for all sectors,2015,121,1487,13360,45520
0500000US21077,21077,"Gallatin County, Kentucky",00,Total for all sectors,2015,93,894,5135,21752
0500000US21079,21079,"Garrard County, Kentucky",00,Total for all sectors,2015,224,1451,10747,41728
0500000US21081,21081,"Grant County, Kentucky",00,Total for all sectors,2015,366,3605,28472,119136
0500000US21083,21083,"Graves County, Kentucky",00,Total for all sectors,2015,680,9275,69747,308941
0500000US21085,21085,"Grayson County, Kentucky",00,Total for all sectors,2015,490,5977,42475,182318
0500000US21087,21087,"Green County, Kentucky",00,Total for all sectors,2015,160,1285,7852,33703
0500000US21089,21089,"Greenup County, Kentucky",00,Total for all sectors,2015,497,4961,40513,178559
0500000US21091,21091,"Hancock County, Kentucky",00,Total for all sectors,2015,127,3360,56207,230660
0500000US21093,21093,"Hardin County, Kentucky",00,Total for all sectors,2015,2326,35028,302759,1273333
0500000US21095,21095,"Harlan County, Kentucky",00,Total for all sectors,2015,420,4684,39521,157320
0500000US21097,21097,"Harrison County, Kentucky",00,Total for all sectors,2015,278,4038,40243,159611
0500000US21099,21099,"Hart County, Kentucky",00,Total for all sectors,2015,289,4030,27660,120629
0500000US21101,21101,"Henderson County, Kentucky",00,Total for all sectors,2015,996,16771,156407,644113
0500000US21103,21103,"Henry County, Kentucky",00,Total for all sectors,2015,212,2188,14537,63016
0500000US21105,21105,"Hickman County, Kentucky",00,Total for all sectors,2015,73,993,7781,31638
0500000US21107,21107,"Hopkins County, Kentucky",00,Total for all sectors,2015,1035,15131,158819,654131
0500000US21109,21109,"Jackson County, Kentucky",00,Total for all sectors,2015,92,1325,9414,34971
0500000US21111,21111,"Jefferson County, Kentucky",00,Total for all sectors,2015,19664,415722,5096075,20023621
0500000US21113,21113,"Jessamine County, Kentucky",00,Total for all sectors,2015,1065,15275,121920,534307
0500000US21115,21115,"Johnson County, Kentucky",00,Total for all sectors,2015,410,4066,29578,126585
0500000US21117,21117,"Kenton County, Kentucky",00,Total for all sectors,2015,3091,52170,589807,2465626
0500000US21119,21119,"Knott County, Kentucky",00,Total for all sectors,2015,174,1534,11643,45552
0500000US21121,21121,"Knox County, Kentucky",00,Total for all sectors,2015,447,8039,48791,215523
0500000US21123,21123,"Larue County, Kentucky",00,Total for all sectors,2015,231,1810,12473,57017
0500000US21125,21125,"Laurel County, Kentucky",00,Total for all sectors,2015,1149,23433,172310,729494
0500000US21127,21127,"Lawrence County, Kentucky",00,Total for all sectors,2015,215,2531,21240,84883
0500000US21129,21129,"Lee County, Kentucky",00,Total for all sectors,2015,100,1549,8440,31649
0500000US21131,21131,"Leslie County, Kentucky",00,Total for all sectors,2015,112,1372,9295,40358
0500000US21133,21133,"Letcher County, Kentucky",00,Total for all sectors,2015,338,3752,33493,122992
0500000US21135,21135,"Lewis County, Kentucky",00,Total for all sectors,2015,124,1326,8811,41420
0500000US21137,21137,"Lincoln County, Kentucky",00,Total for all sectors,2015,308,2593,18970,83755
0500000US21139,21139,"Livingston County, Kentucky",00,Total for all sectors,2015,141,1926,17797,82600
0500000US21141,21141,"Logan County, Kentucky",00,Total for all sectors,2015,497,6917,70068,294652
0500000US21143,21143,"Lyon County, Kentucky",00,Total for all sectors,2015,153,1196,6904,33613
0500000US21145,21145,"McCracken County, Kentucky",00,Total for all sectors,2015,2079,34665,345316,1397481
0500000US21147,21147,"McCreary County, Kentucky",00,Total for all sectors,2015,180,1502,8341,37236
0500000US21149,21149,"McLean County, Kentucky",00,Total for all sectors,2015,168,1169,9468,42587
0500000US21151,21151,"Madison County, Kentucky",00,Total for all sectors,2015,1648,22798,189026,805853
0500000US21153,21153,"Magoffin County, Kentucky",00,Total for all sectors,2015,166,1221,7762,31785
0500000US21155,21155,"Marion County, Kentucky",00,Total for all sectors,2015,368,7796,64958,275318
0500000US21157,21157,"Marshall County, Kentucky",00,Total for all sectors,2015,645,8935,97795,444640
0500000US21159,21159,"Martin County, Kentucky",00,Total for all sectors,2015,158,1832,21356,74984
0500000US21161,21161,"Mason County, Kentucky",00,Total for all sectors,2015,428,7358,60635,252501
0500000US21163,21163,"Meade County, Kentucky",00,Total for all sectors,2015,375,3453,30002,121534
0500000US21165,21165,"Menifee County, Kentucky",00,Total for all sectors,2015,62,504,3257,14683
0500000US21167,21167,"Mercer County, Kentucky",00,Total for all sectors,2015,351,5481,57037,248160
0500000US21169,21169,"Metcalfe County, Kentucky",00,Total for all sectors,2015,119,1180,8600,34910
0500000US21171,21171,"Monroe County, Kentucky",00,Total for all sectors,2015,203,2390,15895,71359
0500000US21173,21173,"Montgomery County, Kentucky",00,Total for all sectors,2015,562,10062,78599,341441
0500000US21175,21175,"Morgan County, Kentucky",00,Total for all sectors,2015,159,1971,13768,60441
0500000US21177,21177,"Muhlenberg County, Kentucky",00,Total for all sectors,2015,563,6097,50082,205126
0500000US21179,21179,"Nelson County, Kentucky",00,Total for all sectors,2015,957,14816,122222,552604
0500000US21181,21181,"Nicholas County, Kentucky",00,Total for all sectors,2015,79,472,2882,12340
0500000US21183,21183,"Ohio County, Kentucky",00,Total for all sectors,2015,359,8157,66166,277908
0500000US21185,21185,"Oldham County, Kentucky",00,Total for all sectors,2015,1231,12191,103989,469746
0500000US21187,21187,"Owen County, Kentucky",00,Total for all sectors,2015,119,1486,11882,49633
0500000US21189,21189,"Owsley County, Kentucky",00,Total for all sectors,2015,50,351,1939,8149
0500000US21191,21191,"Pendleton County, Kentucky",00,Total for all sectors,2015,178,1663,14071,60365
0500000US21193,21193,"Perry County, Kentucky",00,Total for all sectors,2015,614,10143,93231,386160
0500000US21195,21195,"Pike County, Kentucky",00,Total for all sectors,2015,1300,17671,168013,673545
0500000US21197,21197,"Powell County, Kentucky",00,Total for all sectors,2015,174,1605,9581,41910
0500000US21199,21199,"Pulaski County, Kentucky",00,Total for all sectors,2015,1464,19870,160071,682876
0500000US21201,21201,"Robertson County, Kentucky",00,Total for all sectors,2015,18,145,699,3108
0500000US21203,21203,"Rockcastle County, Kentucky",00,Total for all sectors,2015,200,2670,18604,76806
0500000US21205,21205,"Rowan County, Kentucky",00,Total for all sectors,2015,508,7144,52382,226239
0500000US21207,21207,"Russell County, Kentucky",00,Total for all sectors,2015,376,5541,39795,138958
0500000US21209,21209,"Scott County, Kentucky",00,Total for all sectors,2015,920,22858,251617,1172602
0500000US21211,21211,"Shelby County, Kentucky",00,Total for all sectors,2015,941,17398,129738,566513
0500000US21213,21213,"Simpson County, Kentucky",00,Total for all sectors,2015,377,7309,63450,263867
0500000US21215,21215,"Spencer County, Kentucky",00,Total for all sectors,2015,204,1112,6717,30483
0500000US21217,21217,"Taylor County, Kentucky",00,Total for all sectors,2015,631,8877,64542,274548
0500000US21219,21219,"Todd County, Kentucky",00,Total for all sectors,2015,196,1445,9861,42764
0500000US21221,21221,"Trigg County, Kentucky",00,Total for all sectors,2015,240,2288,15879,67282
0500000US21223,21223,"Trimble County, Kentucky",00,Total for all sectors,2015,80,673,8156,32350
0500000US21225,21225,"Union County, Kentucky",00,Total for all sectors,2015,258,4344,52310,188632
0500000US21227,21227,"Warren County, Kentucky",00,Total for all sectors,2015,2981,52061,502006,1996935
0500000US21229,21229,"Washington County, Kentucky",00,Total for all sectors,2015,257,2880,23522,99151
0500000US21231,21231,"Wayne County, Kentucky",00,Total for all sectors,2015,290,3930,24652,109392
0500000US21233,21233,"Webster County, Kentucky",00,Total for all sectors,2015,216,2316,26342,104830
0500000US21235,21235,"Whitley County, Kentucky",00,Total for all sectors,2015,625,10254,75986,316935
0500000US21237,21237,"Wolfe County, Kentucky",00,Total for all sectors,2015,81,691,4280,17606
0500000US21239,21239,"Woodford County, Kentucky",00,Total for all sectors,2015,534,6701,66950,282202
0500000US22001,22001,"Acadia Parish, Louisiana",00,Total for all sectors,2015,1122,12561,100505,401912
0500000US22003,22003,"Allen Parish, Louisiana",00,Total for all sectors,2015,308,3413,25231,105309
0500000US22005,22005,"Ascension Parish, Louisiana",00,Total for all sectors,2015,2182,39004,498071,2082020
0500000US22007,22007,"Assumption Parish, Louisiana",00,Total for all sectors,2015,248,2918,28275,119405
0500000US22009,22009,"Avoyelles Parish, Louisiana",00,Total for all sectors,2015,717,8655,65238,255271
0500000US22011,22011,"Beauregard Parish, Louisiana",00,Total for all sectors,2015,599,6890,66578,267727
0500000US22013,22013,"Bienville Parish, Louisiana",00,Total for all sectors,2015,227,3285,29921,119493
0500000US22015,22015,"Bossier Parish, Louisiana",00,Total for all sectors,2015,2444,37135,293279,1190844
0500000US22017,22017,"Caddo Parish, Louisiana",00,Total for all sectors,2015,6310,103394,1018394,4243405
0500000US22019,22019,"Calcasieu Parish, Louisiana",00,Total for all sectors,2015,4444,74430,799368,3247978
0500000US22021,22021,"Caldwell Parish, Louisiana",00,Total for all sectors,2015,179,1842,12276,51878
0500000US22023,22023,"Cameron Parish, Louisiana",00,Total for all sectors,2015,153,1409,19325,124855
0500000US22025,22025,"Catahoula Parish, Louisiana",00,Total for all sectors,2015,189,1485,10303,40972
0500000US22027,22027,"Claiborne Parish, Louisiana",00,Total for all sectors,2015,240,2592,22845,92829
0500000US22029,22029,"Concordia Parish, Louisiana",00,Total for all sectors,2015,362,4170,36355,139457
0500000US22031,22031,"De Soto Parish, Louisiana",00,Total for all sectors,2015,422,5130,66906,249311
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",00,Total for all sectors,2015,12179,242643,2855101,11648104
0500000US22035,22035,"East Carroll Parish, Louisiana",00,Total for all sectors,2015,122,1358,11355,48635
0500000US22037,22037,"East Feliciana Parish, Louisiana",00,Total for all sectors,2015,248,3315,30043,124662
0500000US22039,22039,"Evangeline Parish, Louisiana",00,Total for all sectors,2015,513,6272,49678,198240
0500000US22041,22041,"Franklin Parish, Louisiana",00,Total for all sectors,2015,381,3697,22981,95566
0500000US22043,22043,"Grant Parish, Louisiana",00,Total for all sectors,2015,173,1830,15802,62993
0500000US22045,22045,"Iberia Parish, Louisiana",00,Total for all sectors,2015,1678,27787,327874,1262815
0500000US22047,22047,"Iberville Parish, Louisiana",00,Total for all sectors,2015,543,10804,195399,781343
0500000US22049,22049,"Jackson Parish, Louisiana",00,Total for all sectors,2015,237,2663,25385,108933
0500000US22051,22051,"Jefferson Parish, Louisiana",00,Total for all sectors,2015,11715,183249,2019043,8238784
0500000US22053,22053,"Jefferson Davis Parish, Louisiana",00,Total for all sectors,2015,643,7259,62053,246278
0500000US22055,22055,"Lafayette Parish, Louisiana",00,Total for all sectors,2015,8481,132130,1514075,6124169
0500000US22057,22057,"Lafourche Parish, Louisiana",00,Total for all sectors,2015,1772,28237,336981,1324116
0500000US22059,22059,"LaSalle Parish, Louisiana",00,Total for all sectors,2015,364,3620,29881,123605
0500000US22061,22061,"Lincoln Parish, Louisiana",00,Total for all sectors,2015,1050,15136,124006,514260
0500000US22063,22063,"Livingston Parish, Louisiana",00,Total for all sectors,2015,1747,21464,171571,756899
0500000US22065,22065,"Madison Parish, Louisiana",00,Total for all sectors,2015,201,2663,17427,72170
0500000US22067,22067,"Morehouse Parish, Louisiana",00,Total for all sectors,2015,433,5512,34951,147135
0500000US22069,22069,"Natchitoches Parish, Louisiana",00,Total for all sectors,2015,795,11431,88252,379847
0500000US22071,22071,"Orleans Parish, Louisiana",00,Total for all sectors,2015,9117,173931,2150485,8254271
0500000US22073,22073,"Ouachita Parish, Louisiana",00,Total for all sectors,2015,4214,63011,582361,2367544
0500000US22075,22075,"Plaquemines Parish, Louisiana",00,Total for all sectors,2015,700,11295,192755,757220
0500000US22077,22077,"Pointe Coupee Parish, Louisiana",00,Total for all sectors,2015,348,4276,42278,164601
0500000US22079,22079,"Rapides Parish, Louisiana",00,Total for all sectors,2015,3152,47268,428137,1735620
0500000US22081,22081,"Red River Parish, Louisiana",00,Total for all sectors,2015,135,2050,22767,83744
0500000US22083,22083,"Richland Parish, Louisiana",00,Total for all sectors,2015,412,5877,43958,179317
0500000US22085,22085,"Sabine Parish, Louisiana",00,Total for all sectors,2015,485,4341,35714,148359
0500000US22087,22087,"St. Bernard Parish, Louisiana",00,Total for all sectors,2015,682,7721,85653,336433
0500000US22089,22089,"St. Charles Parish, Louisiana",00,Total for all sectors,2015,979,21526,407511,1458559
0500000US22091,22091,"St. Helena Parish, Louisiana",00,Total for all sectors,2015,115,1293,9400,41545
0500000US22093,22093,"St. James Parish, Louisiana",00,Total for all sectors,2015,319,6545,124858,471294
0500000US22095,22095,"St. John the Baptist Parish, Louisiana",00,Total for all sectors,2015,713,15666,194779,783271
0500000US22097,22097,"St. Landry Parish, Louisiana",00,Total for all sectors,2015,1630,21732,193073,835759
0500000US22099,22099,"St. Martin Parish, Louisiana",00,Total for all sectors,2015,956,12798,133832,526391
0500000US22101,22101,"St. Mary Parish, Louisiana",00,Total for all sectors,2015,1284,21669,283916,1049405
0500000US22103,22103,"St. Tammany Parish, Louisiana",00,Total for all sectors,2015,6273,76874,788023,3227430
0500000US22105,22105,"Tangipahoa Parish, Louisiana",00,Total for all sectors,2015,2317,35571,297552,1265232
0500000US22107,22107,"Tensas Parish, Louisiana",00,Total for all sectors,2015,79,491,3750,15418
0500000US22109,22109,"Terrebonne Parish, Louisiana",00,Total for all sectors,2015,2994,53746,650702,2577234
0500000US22111,22111,"Union Parish, Louisiana",00,Total for all sectors,2015,335,3892,28683,122488
0500000US22113,22113,"Vermilion Parish, Louisiana",00,Total for all sectors,2015,1036,10535,95404,379884
0500000US22115,22115,"Vernon Parish, Louisiana",00,Total for all sectors,2015,718,8428,71880,283771
0500000US22117,22117,"Washington Parish, Louisiana",00,Total for all sectors,2015,627,9441,74272,311043
0500000US22119,22119,"Webster Parish, Louisiana",00,Total for all sectors,2015,818,11190,103941,415230
0500000US22121,22121,"West Baton Rouge Parish, Louisiana",00,Total for all sectors,2015,548,11499,131868,579912
0500000US22123,22123,"West Carroll Parish, Louisiana",00,Total for all sectors,2015,183,1723,11087,50165
0500000US22125,22125,"West Feliciana Parish, Louisiana",00,Total for all sectors,2015,188,2966,50422,165128
0500000US22127,22127,"Winn Parish, Louisiana",00,Total for all sectors,2015,290,4185,41090,157061
0500000US23001,23001,"Androscoggin County, Maine",00,Total for all sectors,2015,2706,45347,408020,1763849
0500000US23003,23003,"Aroostook County, Maine",00,Total for all sectors,2015,2000,21282,169363,716531
